isbn,inrIsbn,inrIsbn10,format,currency,price,distributor1id,distributor2id,distributor3id,division,subject,status
9780415306768,,,PB,INR,795.00,902A21,,,Social Sciences,Education,Out Of Print
9780415307024,,,PB,GBP,14.50,902A21,,,Social Sciences,Geography,Print on Demand
9780415307123,,,PB,INR,550.00,902A21,,,Humanities,Media & Cultural Studies,Out Of Print
9780415307697,,,PB,INR,425.00,902A21,,,Psych Press,Psychoanalysis,Print on Demand
9780415307703,,,PB,INR,425.00,902A21,,,Psych Press,Psychoanalysis,Auto Stock Replenishment
9780415307710,,,PB,INR,425.00,902A21,,,Psych Press,Psychology PP,Print on Demand
9780415307727,,,PB,INR,425.00,902A21,,,Social Sciences,Sociology,Auto Stock Replenishment
9780415312769,,,PB,GBP,15.99,902A21,,,Humanities,Philosophy,Print on Demand
9780415312806,,,PB,INR,699.00,902A21,,,Humanities,Linguistics,Print on Demand
9780415314541,,,PB,INR,425.00,902A21,,,Humanities,Anthropology,Print on Demand
9780415314565,,,PB,INR,499.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415317009,,,PB,GBP,15.99,902A21,,,Humanities,Philosophy,Print on Demand
9780415317979,,,PB,INR,395.00,902A21,,,Humanities,Media & Cultural Studies,Out Of Print
9780415319508,,,PB,INR,495.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415322768,,,PB,GBP,30.99,902A21,,,Social Sciences,Politics,Print on Demand
9780415323109,,,PB,INR,895.00,902A21,,,Social Sciences,Business,Print on Demand
9780415324977,,,PB,INR,495.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415325066,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415325073,,,PB,INR,550.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415325080,,,PB,INR,475.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415325097,,,PB,INR,225.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415325103,,,PB,INR,425.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415327152,,,PB,INR,550.00,902A21,,,Social Sciences,Business,Out Of Print
9780415327909,,,PB,INR,250.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415327930,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415327961,,,PB,INR,150.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415329224,,,PB,INR,450.00,902A21,,,Humanities,Literature,Print on Demand
9780415331142,,,PB,INR,550.00,902A21,,,Humanities,Media & Cultural Studies,Out Of Print
9780415332965,,,PB,INR,450.00,902A21,,,Humanities,Literature,Out Of Print
9780415336000,,,PB,INR,450.00,902A21,,,Humanities,Literature,Print on Demand
9780415336390,,,PB,INR,625.00,902A21,,,Humanities,Literature,Auto Stock Replenishment
9780415336406,,,PB,INR,350.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415336413,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415338684,,,PB,INR,375.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415340175,,,PB,INR,275.00,902A21,,,Humanities,Literature,Print on Demand
9780415340946,,,PB,GBP,7.50,902A21,,,Social Sciences,Sociology,Print on Demand
9780415342520,,,PB,INR,550.00,902A21,,,Humanities,Media & Cultural Studies,Out Of Print
9780415345453,,,PB,INR,675.00,902A21,,,Humanities,Literature,Auto Stock Replenishment
9780415345460,9781138236325,1138236322,PB,INR,550.00,902A21,,,Psych Press,Psychology PP,Auto Stock Replenishment
9780415345477,,,PB,INR,350.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415345484,,,PB,INR,499.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415349161,,,PB,INR,650.00,902A21,,,Humanities,Literature,Print on Demand
9780415350648,,,PB,INR,450.00,902A21,,,Humanities,Literature,Out Of Print
9780415354813,,,PB,INR,499.00,902A21,,,Psych Press,Psychology PP,Auto Stock Replenishment
9780415355278,,,PB,INR,499.00,902A21,,,Psych Press,Psychology PP,Auto Stock Replenishment
9780415355285,,,PB,INR,250.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415355292,,,PB,INR,499.00,902A21,,,Humanities,Literature,Print on Demand
9780415357784,,,PB,INR,150.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415359658,,,PB,INR,695.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415360692,,,PB,INR,325.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415360968,,,HB,INR,495.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415364553,,,PB,GBP,12.00,902A21,,,Social Sciences,Politics,Print on Demand
9780415370158,,,HB,GBP,10.00,902A21,,,Social Sciences,Politics,Print on Demand
9780415371414,,,PB,INR,395.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415378468,,,PB,INR,425.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415378482,,,PB,INR,499.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415378499,,,PB,INR,695.00,902A21,,,Humanities,Literature,Auto Stock Replenishment
9780415386661,,,PB,INR,395.00,902A21,,,Humanities,Media & Cultural Studies,AVAILABLE
9780415389556,9781138236363,1138236365,PB,INR,595.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415389570,,,PB,INR,495.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415389587,,,PB,INR,499.00,902A21,,,Humanities,Media & Cultural Studies,Auto Stock Replenishment
9780415396196,,,PB,INR,295.00,902A21,,,Humanities,Philosophy,AVAILABLE
9780415396219,,,PB,INR,350.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415396233,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,AVAILABLE
9780415402774,,,PB,INR,675.00,902A21,,,Psych Press,Psychology PP,Print on Demand
9780415402958,,,HB,INR,495.00,902A21,,,Humanities,Literature,AVAILABLE
9780415404204,,,PB,INR,395.00,902A21,,,Humanities,Media & Cultural Studies,Out Of Print
9780415404242,,,PB,INR,850.00,902A21,,,Social Sciences,Economics,Auto Stock Replenishment
9780415404259,,,PB,INR,550.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415408684,,,PB,INR,550.00,902A21,,,Social Sciences,Asian Studies,AVAILABLE
9780415412933,,,PB,INR,499.00,902A21,,,Humanities,History,Auto Stock Replenishment
9780415415460,,,PB,INR,450.00,902A21,,,Humanities,Literature,Print on Demand
9780415420655,,,PB,INR,450.00,902A21,902A14,,Humanities,Literature,Print on Demand
9780415423588,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415423618,,,PB,INR,699.00,902A21,,,Psych Press,Psychology PP,Auto Stock Replenishment
9780415424042,,,PB,INR,499.00,902A21,,,Social Sciences,Politics,Auto Stock Replenishment
9780415424295,,,PB,INR,895.00,902A21,,,Social Sciences,Business,Out Of Print
9780415426626,,,PB,INR,450.00,902A21,,,Humanities,Literature,Print on Demand
9780415428026,,,PB,INR,795.00,902A21,,,Humanities,Media & Cultural Studies,Out Of Print
9780415430272,,,PB,INR,325.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415432993,,,PB,INR,325.00,902A21,,,Social Sciences,Sociology,Auto Stock Replenishment
9780415433037,,,PB,INR,325.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415437448,,,PB,INR,425.00,902A21,,,Psych Press,Psychology PP,Print on Demand
9780415437455,,,PB,INR,425.00,902A21,,,Psych Press,Psychology PP,Auto Stock Replenishment
9780415442435,,,HB,INR,450.00,902A21,,,Humanities,Literature,Print on Demand
9780415442442,,,PB,INR,450.00,902A21,,,Humanities,Literature,Print on Demand
9780415444569,,,PB,INR,895.00,902A21,,,Humanities,Media & Cultural Studies,Auto Stock Replenishment
9780415448499,,,PB,INR,375.00,902A21,,,Social Sciences,Sociology,Out Of Print
9780415453264,,,PB,INR,499.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415460262,,,PB,INR,450.00,902A21,,,Humanities,Literature,Auto Stock Replenishment
9780415461511,,,PB,INR,895.00,902A21,,,Humanities,Literature,AVAILABLE
9780415471138,,,PB,INR,295.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415472388,,,PB,INR,1095.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415473453,,,PB,INR,595.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415473514,,,PB,INR,725.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415473583,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415473705,,,PB,INR,350.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415473736,,,PB,INR,850.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415473774,,,PB,INR,550.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415473828,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415474443,,,PB,INR,850.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415474498,,,PB,INR,350.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415474610,,,PB,INR,425.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415474627,,,PB,INR,725.00,902A21,,,Reference,Reference,Print on Demand
9780415482882,,,PB,INR,550.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415485005,,,PB,INR,695.00,902A21,,,Humanities,Literature,Auto Stock Replenishment
9780415487320,,,PB,INR,675.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487337,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487344,,,PB,INR,299.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487351,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487368,,,PB,INR,595.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487375,,,PB,INR,550.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487382,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487399,,,PB,INR,825.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487405,,,PB,INR,350.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415487412,,,PB,INR,850.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415496179,,,PB,INR,325.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415497121,,,PB,INR,325.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415510162,,,PB,INR,499.00,902A21,,,,#N/A,#N/A
9780415544863,,,HB,INR,750.00,902A21,,,Social Sciences,Asian Studies,Print on Demand
9780415562942,,,PB,INR,595.00,902A21,,,Social Sciences,Asian Studies,Print on Demand
9780415567848,,,PB,INR,425.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415567862,,,PB,INR,475.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415567886,,,PB,INR,850.00,902A21,,,Social Sciences,Sociology,Auto Stock Replenishment
9780415567893,,,PB,INR,695.00,902A21,,,Social Sciences,Economics,Auto Stock Replenishment
9780415577533,,,PB,INR,550.00,902A21,,,Humanities,Literature,Print on Demand
9780415584821,,,PB,INR,675.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415584852,,,PB,INR,499.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415584876,,,PB,INR,499.00,902A21,,,Humanities,Classics,Print on Demand
9780415584883,,,PB,INR,550.00,902A21,,,Humanities,Classics,Auto Stock Replenishment
9780415610094,,,PB,INR,695.00,902A21,,,Humanities,History,Print on Demand
9780415610117,,,PB,INR,1095.00,902A21,,,Social Sciences,Sociology,Auto Stock Replenishment
9780415610148,,,PB,INR,425.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415610155,,,PB,INR,595.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415610162,,,PB,INR,499.00,902A21,,,Humanities,Media & Cultural Studies,Auto Stock Replenishment
9780415610179,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415610186,,,PB,INR,675.00,902A21,,,Humanities,Linguistics,Print on Demand
9780415610193,,,PB,INR,695.00,902A21,,,Humanities,Classics,Print on Demand
9780415610216,,,PB,INR,895.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415610223,,,PB,INR,1095.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415610230,,,PB,INR,1095.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415610247,,,PB,INR,499.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415610254,,,PB,INR,499.00,902A21,,,Humanities,Literature,Print on Demand
9780415667869,,,PB,INR,450.00,902A21,,,Humanities,Literature,Auto Stock Replenishment
9780415673730,,,PB,INR,499.00,902A21,,,Psych Press,Psychotherapy,Auto Stock Replenishment
9780415682947,,,PB,INR,300.00,902A21,,,Social Sciences,Sociology,Print on Demand
9780415716499,,,PB,GBP,33.99,902A21,,,Social Sciences,Asian Studies,Auto Stock Replenishment
9780415771603,,,PB,INR,595.00,902A21,,,Humanities,Literature,Print on Demand
9780415771610,,,PB,INR,499.00,902A21,,,Humanities,Media & Cultural Studies,Auto Stock Replenishment
9780415771986,,,PB,INR,499.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415772594,,,PB,INR,499.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415773058,,,PB,GBP,8.75,902A21,,,Social Sciences,Politics,Print on Demand
9780415773812,,,PB,INR,325.00,902A21,,,Humanities,Philosophy,Auto Stock Replenishment
9780415773829,,,PB,INR,499.00,902A21,,,Social Sciences,Sociology,Auto Stock Replenishment
9780415775076,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415775168,,,PB,INR,295.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415776851,,,PB,INR,895.00,902A21,,,Social Sciences,Asian Studies,Print on Demand
9780415875561,,,PB,INR,575.00,902A21,,,Humanities,Literature,Print on Demand
9780415922838,,,PB,GBP,10.00,902A21,,,Social Sciences,Politics,Print on Demand
9780415954198,,,PB,INR,795.00,902A21,,,Social Sciences,Politics,Print on Demand
9780415963091,,,PB,INR,499.00,902A21,,,Humanities,History,Auto Stock Replenishment
9780415964722,,,PB,INR,650.00,902A21,,,Social Sciences,Sociology,Auto Stock Replenishment
9780415964807,,,PB,INR,499.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415964814,,,PB,INR,499.00,902A21,,,Humanities,Literature,Print on Demand
9780415964821,,,PB,INR,695.00,902A21,,,Humanities,Media & Cultural Studies,Print on Demand
9780415991254,,,PB,INR,275.00,902A21,,,Humanities,Philosophy,Print on Demand
9780750707442,,,PB,INR,450.00,902A21,,,Social Sciences,Education,Print on Demand
9780849314674,,,HB,GBP,15.00,902A21,,,CRC,Life Science,Out Of Print
9781138787551,,,PB,INR,995.00,902A21,,,Social Sciences,Military & Strategic Studies,Print on Demand
9781138789975,,,PB,INR,1295.00,902A21,,,Social Sciences,Military & Strategic Studies,Print on Demand
9781138793071,,,PB,INR,895.00,902A21,,,Social Sciences,Military & Strategic Studies,Print on Demand
9781138808324,,,PB,INR,795.00,902A21,,,Social Sciences,Military & Strategic Studies,Print on Demand
9781841691398,,,PB,INR,350.00,902A21,,,Psych Press,Research Methods/Stats,Print on Demand
9781848728714,,,HB,GBP,57.99,902A21,,,Psych Press,Developmental Psychology,Print on Demand
9781857285505,,,PB,GBP,10.00,902A21,,,Humanities,Philosophy,Print on Demand
9780415817400,9780415789547,415789540,PB,INR,1000.00,902A21,,,Social Sciences,Strategic Management,Auto Stock Replenishment
9780415436625,,,HB,INR,2500.00,902B78,,,Swets,Reference Books,AVAILABLE
9780415711012,,,PB,INR,550.00,902B78,,,Social Sciences,Education,Auto Stock Replenishment
9780415713412,,,PB,INR,550.00,902B78,,,Social Sciences,Education,Auto Stock Replenishment
9780415714914,,,PB,INR,600.00,902B78,,,Social Sciences,Education,Auto Stock Replenishment
9780415726900,,,PB,INR,550.00,902B78,,,Social Sciences,Education,Print on Demand
9780415802475,9781498770279,1498770274,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,AVAILABLE
9781138016149,,,PB,INR,450.00,902B78,,,Social Sciences,Education,Auto Stock Replenishment
9781138783171,,,PB,INR,550.00,902B78,,,Social Sciences,Education,AVAILABLE
9781420046489,9781498770286,1498770282,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,AVAILABLE
9781439826645,9781498770293,1498770290,HB,INR,1800.00,902B78,,,CRC,Ergonomics & Industrial Engineering,Print on Demand
9781439838631,,,HB,INR,650.00,902B78,,,CRC,Ergonomics & Industrial Engineering,AVAILABLE
9781439840573,9781498770309,1498770304,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,AVAILABLE
9781439851890,9781498770316,1498770312,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,Print on Demand
9781439854945,9781498770323,1498770320,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,AVAILABLE
9781439869550,9781498770330,1498770339,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,Print on Demand
9781439876374,9781498770347,1498770347,HB,INR,2500.00,902B78,,,CRC,Electrical Engineering,AVAILABLE
9781439892992,9781498770354,1498770355,HB,INR,1800.00,902B78,,,CRC,Software Networking & Security,Print on Demand
9781466501072,9781498770361,1498770363,HB,INR,3000.00,902B78,,,CRC,Software Networking & Security,Print on Demand
9781566766265,,,HB,INR,900.00,902B78,,,CRC,Civil & Mechanical Engineering,Print on Demand
9781574446524,,,HB,INR,2500.00,902B78,,,CRC,Ergonomics & Industrial Engineering,Print on Demand
9781584888208,,,HB,INR,3500.00,902B75,902T10,902S33,CRC,Algorithms & Complexity,AVAILABLE
9781482207002,9781138198029,1138198021,PB,INR,1695.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9781439896532,9781498787413,149878741X,HB,INR,695.00,902B75,,,CRC,Computer Science,AVAILABLE
9780415272674,,,HB,INR,5000.00,902B75,,,CRC,Mathematics,Print on Demand
9780415370837,,,PB,INR,895.00,902B75,,,Built Environment,Construction,Out Of Print
9780415462471,,,PB,INR,595.00,902B75,,,Social Sciences,Business,Print on Demand
9780415481434,,,PB,INR,695.00,902B75,,,Social Sciences,Business,AVAILABLE
9780415495172,,,PB,INR,595.00,902B75,,,Social Sciences,Economics,Print on Demand
9780415584388,,,PB,INR,1495.00,902B75,,,Built Environment,Environment & Sustainability,Auto Stock Replenishment
9780415880596,,,PB,INR,595.00,902B75,,,Humanities,Communication Studies,Print on Demand
9780415996358,,,PB,INR,595.00,902B75,,,Social Sciences,Business,Print on Demand
9780419253204,,,HB,INR,1050.00,902B75,,,Built Environment,Environment & Sustainability,Out Of Print
9780419253303,,,PB,INR,1250.00,902B75,,,Built Environment,Environment & Sustainability,Out Of Print
9780748409457,,,PB,INR,1095.00,902B75,,,CRC,GIS & Environmental Engineering,AVAILABLE
9780750306072,,,HB,INR,15000.00,902B75,,,CRC,Physics,Order To Order
9780750308984,,,HB,INR,5000.00,902B75,,,CRC,Mathematics,Order To Order
9780801983979,,,HB,INR,1395.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824700997,,,PB,INR,1195.00,902B75,,,CRC,Chemistry,Print on Demand
9780824704025,,,HB,INR,950.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824707774,,,HB,INR,495.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780824708481,9781498798273,1498798276,HB,INR,4200.00,902B75,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780824719555,,,HB,INR,4000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824723170,,,PB,INR,3995.00,902B75,,,CRC,Life Science,Print on Demand
9780824723613,,,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824724252,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,Order To Order
9780824724412,,,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9780824726751,,,HB,INR,895.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824740825,,,HB,INR,995.00,902B75,,,CRC,Chemistry,Print on Demand
9780824742430,,,HB,INR,7000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824746131,,,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780824754679,,,PB,INR,2495.00,902B75,,,CRC,Life Science,Print on Demand
9780824776961,,,HB,INR,795.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780824777180,,,HB,INR,850.00,902B75,,,CRC,Ergonomics & Industrial Engineering,Print on Demand
9780824780371,,,HB,INR,1750.00,902B75,,,CRC,Allied Hlth & Biomed Sci,Out Of Print
9780824781996,,,HB,INR,695.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780824782702,,,HB,INR,1195.00,902B75,,,CRC,Chemistry,Print on Demand
9780824783440,,,HB,INR,1995.00,902B75,,,CRC,Allied Hlth & Biomed Sci,Out Of Print
9780824793098,,,HB,INR,995.00,902B75,,,CRC,Ergonomics & Industrial Engineering,Print on Demand
9780824797195,,,HB,INR,5000.00,902B75,,,CRC,Electrical Engineering,Order To Order
9780824798697,,,HB,INR,995.00,902B75,,,CRC,Life Science,Print on Demand
9780824799601,,,HB,INR,7000.00,902B75,,,CRC,Electrical Engineering,Order To Order
9780849301469,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849302152,,,HB,INR,2500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849308208,,,HB,INR,2500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849308772,9781498798365,1498798365,HB,INR,2500.00,902B75,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780849309007,,,HB,INR,3995.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849309281,,,HB,INR,995.00,902B75,,,CRC,Software Networking & Security,Print on Demand
9780849309731,9781498797979,1498797970,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849311598,,,HB,INR,3500.00,902B75,,,CRC,Civil & Mechanical Engineering,Out Of Print
9780849312625,,,HB,INR,850.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849312632,,,HB,INR,595.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780849312809,,,HB,INR,5000.00,902B75,,,CRC,Civil & Mechanical Engineering,AVAILABLE
9780849312830,,,HB,INR,695.00,902B75,,,CRC,Life Science,AVAILABLE
9780849313325,,,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849313332,9781498798037,1498798039,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849314452,,,HB,INR,495.00,902B75,,,CRC,Computer Science,Out Of Print
9780849314469,,,HB,INR,1095.00,902B75,,,CRC,Allied Hlth & Biomed Sci,Out Of Print
9780849314858,9781498798303,1498798306,HB,INR,4000.00,902B75,,,CRC,Civil & Mechanical Engineering,AVAILABLE
9780849315626,9781498798044,1498798047,HB,INR,2200.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849315862,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,Order To Order
9780849315879,,,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849316579,,,HB,INR,3995.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849317910,,,PB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780849318047,9781498798310,1498798314,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9780849318894,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9780849319006,9781498798013,1498798012,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849319587,,,HB,INR,895.00,902B75,,,CRC,Software Networking & Security,Print on Demand
9780849319716,9781498798150,1498798152,HB,INR,5000.00,902B75,,,CRC,Software Networking & Security,Order To Order
9780849319853,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,Order To Order
9780849320873,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9780849321825,9781498798358,1498798357,HB,INR,5000.00,902B75,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780849322648,,,HB,INR,5000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849323591,,,HB,INR,2200.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849325090,,,HB,INR,7000.00,902B75,,,CRC,Civil & Mechanical Engineering,Out Of Print
9780849325397,,,HB,INR,5000.00,902B75,,,CRC,Mathematics,Order To Order
9780849326875,,,HB,INR,6000.00,902B75,,,CRC,Mathematics,Print on Demand
9780849327490,,,HB,INR,650.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849328329,,,HB,INR,6000.00,902B75,,,CRC,Software Networking & Security,Print on Demand
9780849330773,,,HB,INR,5000.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780849330957,,,HB,INR,5000.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9780849334184,,,HB,INR,795.00,902B75,,,CRC,Electrical Engineering,Out Of Print
9780849334245,,,HB,INR,4000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849335099,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,Order To Order
9780849336928,,,HB,INR,4000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849337994,,,HB,INR,995.00,902B75,,,CRC,Statistics,Out Of Print
9780849352669,,,HB,INR,3250.00,902B75,,,CRC,Allied Hlth & Biomed Sci,Temporarily Out Of Stock
9780849370359,,,HB,INR,895.00,902B75,,,CRC,Electrical Engineering,AVAILABLE
9780849371974,,,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849373367,,,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849374340,,,HB,INR,7000.00,902B75,,,CRC,Civil & Mechanical Engineering,Out Of Print
9780849380266,9781498797986,1498797989,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849383540,,,HB,INR,3000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849385179,,,HB,INR,695.00,902B75,,,CRC,Software Networking & Security,Print on Demand
9780849385810,,,HB,INR,795.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849385964,9781498797788,1498797784,HB,INR,3995.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9780849395819,9781498798334,1498798330,HB,INR,6000.00,902B75,,,CRC,Civil & Mechanical Engineering,Print on Demand
9780849395840,9781498798341,1498798349,HB,INR,4200.00,902B75,,,CRC,Civil & Mechanical Engineering,Print on Demand
9781420043907,,,HB,INR,995.00,902B75,,,CRC,Allied Hlth & Biomed Sci,Print on Demand
9781420044294,9781498798372,1498798373,HB,INR,2500.00,902B75,,,CRC,Civil & Mechanical Engineering,Print on Demand
9781420045543,,,HB,INR,6000.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9781420046717,,,HB,INR,595.00,902B75,,,CRC,Allied Hlth & Biomed Sci,Out Of Print
9781420053081,,,HB,INR,4250.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9781420054996,,,HB,INR,3500.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9781420061062,,,HB,INR,695.00,902B75,,,CRC,Electrical Engineering,Print on Demand
9781420062212,,,HB,INR,595.00,902B75,,,CRC,Software Networking & Security,Out Of Print
9781420063226,,,HB,INR,1695.00,902B75,,,CRC,Life Science,Print on Demand
9781420063233,,,HB,INR,595.00,902B75,,,CRC,Software Networking & Security,AVAILABLE
9781420064803,,,HB,INR,695.00,902B75,,,CRC,Electrical Engineering,Print on Demand
